콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
제주신화월드 S BAR,y,n,n,,10:00,22:00,10:00,22:00,,,
풍림다방 송당점(중복콘텐츠로 인하여 미공개),n,n,,,10:30,18:00,10:30,18:00,,,"풍림브레붸, 쇼콜라쇼, 풍림더치, 카페 타히티"
통돌이돈통가,y,y,,,12:00,00:00,12:00,00:00,,,"막창소통, 바비큐 오겹살, 목살"
보룡제과,y,y,,,08:00,22:00,08:00,22:00,,,"마늘바게트, 인절미빵"
해송갈치 제주성산일출봉점,y,y,,,10:00,20:00,10:00,20:00,,,"갈치조림, 갈치구이"
아리(あり),y,n,,,11:00,20:30,11:00,20:30,,,"아리텐동, 아나고텐동, 아리우동"
리치망고 협재점,y,n,,,10:00,18:00,10:00,18:00,,,스페셜망고쉐이크
진주식당,y,y,,,08:00,20:00,08:00,20:00,,,"전복뚝배기, 갈치조림, 진주상"
솔동산고기국수,y,y,,,09:00,17:00,09:00,17:00,,,"고기국수, 해물국수, 흑돼지만두"
달인수산,y,y,,,11:30,22:00,11:30,22:00,,,"활어회, 매운탕, 생선구이"
한옥집,y,y,,,10:30,21:00,10:30,21:00,,,"김치찌개, 김치찜"
해왓,y,y,,,09:00,21:00,09:00,21:00,,,"전복해물뚝배기, 통갈치구이, 고등어활어회"
모닥치기,y,y,,,10:00,20:00,10:00,20:00,,,"모닥치기, 튀김모닥치기, 로제모닥치기"
돈파스타정원,y,y,,,09:30,23:00,09:30,23:00,,,"돈파스타, 흑돼지생등심돈까스, 갈비해물짬뽕"
카페 8,y,y,,요청시 제공,11:30,22:00,11:30,22:00,,,"파스타, 화덕 피자, 스테이크"
숙성도,y,n,,,11:30,22:00,11:30,22:00,,,"교차숙성흑돼지, 960숙성뼈등심, 720숙성흑삼겹"
보말보말,y,y,,,08:30,20:30,08:30,20:30,,,"보말돌솥밥정식, 보말죽, 보말칼국수"
맥파이 블루버드,n,n,,,17:00,01:00,17:00,01:00,,,"페일에일, 포터, 퀼쉬, IPA, 피자, 치킨텐더"
시트러스,,,,,10:00,20:00,10:00,20:00,,,
카페달보름,y,y,,,10:00,18:00,10:00,18:00,,,"한라봉에이드, 평대 바다에이드"
카페사분의이(폐업),y,y,,,11:00,19:00,11:00,19:00,,,"수제그릭요거트, 브리치즈타르트"
제주와함께라면,y,y,,,09:30,15:30,09:30,15:30,,,"흑돼지라면, 해물라면, 전복볶음밥, 딱새우전복라면"
아라파파 북촌점,y,n,,,10:00,18:00,10:00,18:00,,,"아메리카노, 에프너눈티세트"
펠릭스,y,n,,,09:00,20:00,09:00,20:00,,,"우도땅콩흑당라떼, 제주보리개역꿀라떼"
금능샌드,y,y,,,10:00,18:00,10:00,18:00,,,"현무암샌드, 콰트로치즈파니니, 아보카도치즈파니니"
신화돌담집 제주신화월드점,y,n,,,12:00,00:00,12:00,00:00,,,"흑돼지왕꼬치구이, 신화돌담집한판, 돌담스테이크"
참맛나김밥,y,n,,,09:00,17:20,09:00,17:20,,,"열무국수, 멸추김밥"
태산봉해장국,y,n,,,06:00,21:30,06:00,21:30,,,"소고기선지해장국, 양곰탕, 곱창전골"
한성오메기떡,y,y,,,08:10,20:20,08:10,20:20,,,오메기떡
명태명가,y,y,,,10:30,22:00,10:30,22:00,,,"명태조림, 명태정식, 생선구이"
산지해장국,y,n,,,06:00,14:30,06:00,14:30,,,"소고기해장국, 소내장탕"
썸의시작,y,n,,,09:00,18:00,09:00,16:00,,,"허브티, 커피콩빵"
헬로키티카페 제주아일랜드점,y,n,,,09:30,17:30,09:30,17:30,,,"아메리카노, 요거트 아이스크림, 와플, 케이크"
스시도모다찌 제주점,y,n,,,11:30,21:30,11:30,21:30,,,"모듬초밥세트, 프리미엄연어세트, 프리미엄참치세트"
탑해장국앤돈가스,y,n,,,07:00,20:30,07:00,20:30,,,"고기많이해장국, 버섯많이해장국, 돈가스세트, 메밀소바세트"
벨라지다,y,n,,,07:00,22:00,07:00,22:00,,,"벨라크림스페너, 벨라요거트볼, 식빵"
제주약수터 본점,y,n,,,16:00,00:30,16:00,00:30,,,"수제맥주, 풀드포크BBQ플래터"
일도국수,y,y,,,00:00,00:00,00:00,00:00,,,"멸치국수, 비빔국수, 고기국수"
미쿠니,n,y,,,10:00,21:00,10:00,21:00,,,"미쿠니오리지널밀크티, 뭉실뭉실구름아이스크림"
제주와인창고,y,n,,,10:00,22:00,10:00,22:00,,,"데일리와인, 수제맥주, 샴페인, 내추럴와인, 리큐르"
국제부두토산품스낵,y,n,,,,,,,,,"즉석우동, 김밥, 라면, 오뎅탕"
레이지펌프,y,n,,,09:00,20:00,09:00,20:00,,,"제주말차크리미, 퍼플에이드"
제주크랩잭,y,n,,,12:00,22:00,12:00,23:00,,,"보일링콤보, 랍스터"
애월 빵공장,y,n,,,09:00,20:00,09:00,20:00,,,"제주현무암쌀빵, 고구마빵, 라임모히또, 히비스커스 유자티"
제갈양 제주협재점(중복콘텐츠로 미공개),y,n,,,09:00,20:00,09:00,20:00,,,"갈치조림, 갈치구이, 갈치뚝배기"
제레미,y,n,,,09:00,17:30,09:00,17:30,,,"핸드드립커피, 제레미커피"
빵하우스,y,n,,,06:00,22:00,06:00,22:00,,,"견과류타르트, 꽈배기, 쁘띠, 식빵"
동글이흑돼지바베큐,y,n,,,11:00,22:00,11:00,22:00,,,"흑돼지 바베큐, 즉석 오징어구이"
마로니에 미니골프카페,y,y,n,수유실,09:00,22:00,09:00,22:00,,,"청귤에이드, 레몬진저에이드, 애플시나몬에이드"
함덕마당,y,y,,,08:30,21:00,08:30,21:00,,,"한라산세트, 모듬생선구이"
아이갓에브리씽,y,n,,,08:30,17:30,,,,,
제주축협한우플라자,y,y,,,11:00,21:30,11:00,21:30,,,"명품등심, 특선모둠, 살치살"
모뉴에트,y,n,,,11:00,19:00,11:00,19:00,,,"한라산 까눌레, 모뉴에트 라떼, 천혜향 풋귤 에이드"
비자림국수집,y,y,,,08:30,17:00,08:30,17:00,,,"고기국수, 메밀전병"
바삭 신서귀포점,y,n,,,11:30,21:00,11:30,21:00,,,"돈까스나베, 김치나베, 새우나베"
하늘창고,y,y,n,"모래놀이,자동차, 잔디마당",10:30,17:00,10:30,17:00,,,꽃피로
"우연히,그곳",y,n,,,11:00,18:00,11:00,18:00,,,
커브커피스토어,y,n,,,09:00,21:00,09:00,21:00,,,
자연뜨락,,,,,11:00,20:00,11:00,20:00,,,"쌈채정식, 돈가스정식"
애월집,,,,,10:00,21:00,10:00,21:00,,,"고기국수, 돈까스"
삼계별장,,,,,10:30,21:00,10:30,21:00,,,"닭곰탕, 삼계탕"
버거요제주본점,,,,,10:00,20:00,10:00,20:00,,,관자스테이크버거
섬나라오메기,,,,,06:00,19:00,06:00,19:00,,,오메기떡
해비치불턱,y,n,,,09:30,21:00,09:30,21:00,,,"우유빙수, 제주낑깡 착즙주스"
문치비 본점,y,y,,,11:30,00:00,11:30,00:00,,,"흑돼지 근고기, 백돼지 근고기"
Pulgore,,,,,18:00,23:00,18:00,23:00,,,
마돌렌,,,,,09:30,18:00,09:30,18:00,,,"유채꽃카롱, 수국카롱"
페이지2,,,,,10:30,18:30,10:30,19:30,,,우리두리라떼
R14,,,,,09:30,18:00,09:30,18:00,,,바닐라빈 라떼
스모크하우스인구억,y,y,,,12:00,21:00,12:00,21:00,,,"더블쿼터파운드버거, 풀드포크샌드위치"
너와의 첫여행,y,y,,,10:00,18:00,10:00,18:00,,,"아몬드크림라떼, 청귤에이드"
지미스천연아이스크림,y,,,,08:00,19:10,08:00,19:10,,,"원조우도땅콩아이스크림, 한라봉천혜향아이스크림"
파앤이스트,,,,,11:00,17:30,11:00,17:30,,,
서귀포돈사촌,y,y,,,16:00,23:00,16:00,23:00,,,
안전식당,n,n,,,10:00,14:00,10:00,14:00,,,"동태찌개, 김치찌개"
임성반점,,,,,10:50,19:40,10:50,19:40,,,고추짬뽕
애월오누이,y,y,,,07:00,20:00,07:00,20:00,,,
김명자굴국밥전문점 화북점,y,y,,,08:00,22:00,08:00,22:00,,,"굴국밥, 굴해장국, 국파전"
스콘가게 끌림,y,n,,,10:00,19:00,10:00,19:00,,,"고메버터, 누네띠네, 스콘"
고서방짬뽕,,,,,11:00,15:00,11:00,15:00,,,"고추짬뽕, 굴짬뽕, 탕수육"
정소암식당,,,,,11:00,16:00,11:00,16:00,,,"고등어정식, 두루치기"
더건강한빵,y,y,,,06:00,23:00,06:00,23:00,,,"먹물크림치즈 팥빵, 마늘바게트, 무화과 깜빠뉴"
라 벨라,,,,,,,,,,,
바우네나주곰탕 삼화점,y,y,,,09:30,22:00,09:30,22:00,,,"바우네곰탕, 나주곰탕, 얼큰우거지곰탕"
한라산아래첫마을 제주민속촌점,,,,,10:30,18:00,10:30,18:00,,,
제주여행가야밀면,,,,,11:00,21:00,11:00,21:00,,,"물밀면, 비빔밀면, 돈까스"
서울식당,,,,,11:30,21:00,11:30,21:00,,,"돼지생갈비, 돼지양념갈비"
커큐민흑돼지,,,,,11:00,22:00,11:00,22:00,,,"오겹살, 목살"
중문색달통갈치 본점,,,,,11:00,20:50,11:00,20:50,,,"갈치구이, 갈치조림"
함쉐프키친 서귀포 본점,,,,,11:00,21:00,11:00,21:00,,,"왕갈비짬뽕, 흑돼지돈까스"
제주개 생활연구소(폐업),y,n,,,10:00,18:30,10:00,18:30,,,
소랑벨,,,,,18:00,01:00,18:00,01:00,,,한우구좌당근카레라이스
옥란면옥,,,,,11:00,16:30,11:00,16:30,,,"물냉면, 메밀온면, 빈대떡"
동명정류장,y,n,,,11:00,18:00,11:00,18:00,,,
협재해물라면오빠네,y,n,,,09:00,17:00,09:00,17:00,,,
도렐,y,n,,,08:00,17:00,08:00,17:00,,,"너티클라우드, 여지홍, 옐로우페즈"
주네가네,y,y,,,10:00,19:00,10:00,19:00,,,
청춘부부,y,n,,,10:00,17:00,10:00,17:00,,,"에그타르트, 제주귤치즈케이크"
게우지코지 카페,y,n,,,09:00,19:30,09:00,19:30,,,"에이드, 크로와상, 호두타르트"
테라도스,,,,,10:00,17:30,10:00,17:30,,,"테라도스, 제주목장우유푸딩"
화산2020,,,,,17:00,23:00,17:00,23:00,,,"제주은갈치튀김, 꽃게뇨끼"
은빛식당,,,,,06:00,21:00,06:00,21:00,,,집밥정식
카페을리,,,,,10:00,18:00,10:00,18:00,,,을리쉐이크
파사삭,,,,,11:00,18:00,11:00,18:00,,,흑돼지라구파이
제니의정원,y,y,,,10:00,19:00,10:00,19:00,,,"제니스프렌치토스트, 매콤까르보나라"
진돼지,y,y,,,11:00,21:00,11:00,21:00,,,"흑돼지 오겹살, 흑돼지 목살, 도끼뼈등심"
맨도롱해장국,y,n,,,07:00,14:00,07:00,14:00,,,"겡이국, 겡이죽, 몸국"
덕인당보리빵 제주점,y,y,,,09:20,17:00,09:20,17:00,,,"보리빵, 팥보리빵. 쑥빵"
알돈가 본점,,,,,11:00,21:00,11:00,21:00,,,흑돼지 오겹살
동동차이나,,,,,,,,,,,
행복맛집,,,,,10:00,21:00,10:00,21:00,,,
하르방짬뽕,y,y,,,11:00,20:00,11:00,20:00,,,"뼈다귀 들깨짬뽕, 갈비짬뽕, 닭고기백짬뽕"
촐리케이크,y,y,,,12:00,20:00,12:00,20:00,,,"수제청 에이드, 수제청 라떼, 케이크"
심바카레,y,n,,,10:00,19:00,10:00,19:00,,,"돈카츠카레, 바나나튀김카레, 돈카츠샌드위치"
함덕쉼팡,,,,,11:00,22:00,11:00,22:00,,,
길림성,,,,,11:00,20:00,11:00,20:00,,,
라트반,y,y,,,09:00,14:00,09:00,14:00,,,
오라디오라,y,n,,,10:00,21:00,10:00,21:00,,,"치아바타, 포카치아, 브리오슈"
한라축산정육식당 노형점,y,y,,,10:00,22:00,10:00,22:00,,,"정육고기, 냉면, 한우곰탕"
메종드베니,y,n,,,10:00,21:30,10:00,21:30,,,"소보로빵, 크로와상, 소세지빵"
새물국수,y,y,,,10:00,19:00,10:00,19:00,,,
딤섬9898,y,y,,,11:00,20:50,11:00,20:50,,,"고기샤오룽바오, 새우샤오마이, 꿔바로우"
애나의숲 브런치카페,y,y,n,,09:00,15:00,09:00,15:00,,,"감자수프, 굴라쉬 스튜, 소고기 함박스테이크, 수제소시지 계란, 커피, 홍차, 수제맥주 "
바로족발보쌈 별관,y,n,,,16:00,00:00,16:00,00:00,,,"족발, 보쌈, 매족"
램앤블랙,,,,,11:30,21:30,11:30,21:30,,,"양고기구이, 흑돼지 오겹살"
순희뽀글이정식,y,n,,,07:00,17:00,07:00,17:00,,,"정식, 청국장, 순두부"
두도 레스토랑,y,y,,,07:00,21:00,07:00,21:00,,,
협재신국수,y,y,,,09:00,18:00,09:00,19:00,,,"불비, 고기국수"
도남오거리 도남점,y,y,,,15:00,23:00,15:00,23:00,,,"황소모듬, 육회"
담다,y,y,,,09:00,15:30,09:00,15:30,,,"매생이보말칼국수, 보말죽"
형돈,y,n,,,11:30,22:30,11:30,22:30,,,"흑돼지 근고기, 백돼지 근고기"
바로족발보쌈 본점,y,y,,,16:00,00:00,16:00,00:00,,,"족발, 보쌈, 불족"
월정해녀식당,y,y,,,08:00,21:00,08:00,21:00,,,"전복해물뚝배기, 통갈치조림"
돌하르방식당 본점,,,,,10:00,15:00,10:00,15:00,,,"각재기국, 고등어구이, 멜조림, 고등어사시미"
세평맛집,,,,,07:00,20:00,07:00,20:00,,,
차이나마씸,,,,,10:30,18:00,10:30,18:00,,,
성산해녀짬뽕,y,n,,,10:00,19:30,10:00,19:30,,,"해녀짬뽕, 해녀짜장"
뉴남원분식,,,,,06:00,19:00,06:00,19:00,,,
혜자분식,,,,,,,,,,,
해녀세자매,y,y,,,11:00,20:30,11:00,20:30,,,"해물탕, 갈치조림"
세이슌 시청점,y,y,,,11:00,03:00,11:00,03:00,,,"돈코츠라멘, 소유라멘, 규동, 믹스동"
연동길,y,y,,,10:00,00:00,10:00,00:00,,,"낙지볶음, 청국장"
동백별장,y,n,,,19:00,01:00,19:00,01:00,,,"흑돼지지루, 딱새우얼큰나베, 칼칼오뎅탕 "
으뜨미,n,n,,,09:30,15:00,09:30,15:00,,,"우럭정식, 전복해물뚝배기"
당케올레국수,y,n,,,08:00,17:00,08:00,17:00,,,"보말칼국수, 보말죽, 성게칼국수"
중문생선구이,,,,,10:30,21:00,10:30,21:00,,,"모둠생선구이, 갈치구이"
미스칠,,,,,08:00,20:00,08:00,20:00,,,"전복돌솥밥, 돔베고기"
사우스바운더,y,y,,,16:00,01:00,16:00,01:00,,,"버터밀크치킨, 사우스바운더피자"
미드나잇 제주,y,y,,,18:00,00:00,18:00,00:00,,,"옛날통닭, 감바스파스타, 까르보치킨텐더"
임순이네밥집,y,n,,,11:00,18:00,11:00,18:00,,,"제주 몸국, 고사리 육개장"
인그리드,n,n,,,11:00,18:00,11:00,18:00,,,"아메리카노, 얼그레이 크림라떼"
돌카롱 애월점,y,n,,,10:00,20:00,10:00,20:00,,,"유채꽃카롱, 억새카롱, 수국카롱"
두툼한고기돈돼지 제주 함덕점,y,y,,,12:00,23:00,12:00,23:00,,,"흑돼지 오겹살, 흑돼지 목살"
블랑제리,y,n,,,10:00,19:00,10:00,19:00,,,"뺑드블랑, 앙버터, 단호박깜빠뉴"
또똣김밥,,,,,07:00,19:00,07:00,14:00,,,"김밥, 샌드위치"
다다익고 정육점식당 호텔더본점,y,n,,,11:30,22:00,11:30,22:00,,,"흑돼지, 김치찌개, 짜글이"
다래향 세화점,y,y,,,09:00,20:00,09:00,20:00,,,"속풀이짬뽕, 굴짬뽕, 차돌짬뽕"
바보라면,y,n,,,10:00,18:00,10:00,18:00,,,"해물라면, 탕수육, 연어초밥"
못잊어 감자탕,y,n,,,17:00,23:55,17:00,23:55,,,"감자탕, 뼈해장국"
탐라갈치,y,y,,,10:00,22:00,10:00,22:00,,,
참솔해장국,,,,,06:00,16:00,06:00,16:00,,,"해장국, 내장탕"
삼거리농원 제주점,,y,,,11:00,21:00,11:00,21:00,,,"삼거리닭볶음탕, 삼거리볶음밥"
두리둠비,,,,,08:00,21:00,08:00,21:00,,,"순두부찌개, 만두전골"
본보이즈,,,,,11:00,22:00,11:00,22:00,,,튀르키예 에그멕 폴드포크 샌드위치
제이아일랜드,,,,,09:30,17:00,09:30,18:00,,,"그린 아일랜드, 블랙초코"
모카다방,,,,,10:00,19:00,10:00,19:00,,,로얄크림커피
소소희,y,y,,,11:00,18:00,11:00,18:00,,,"샤워도우, 치아바타"
땡큐베리,y,n,,,09:00,22:00,09:00,22:00,,,"블루베리 프라페, 블루베리 쥬스"
삭제삭제삭제요청,y,n,,,10:00,18:30,10:00,18:30,,,
용연보말칼국수,,,,,08:00,19:30,08:00,19:30,,,"보말죽, 보말칼국수"
드림회센터,,,,,10:00,22:00,10:00,22:00,,,포장회
연탄과친한돼지,,,,,11:00,22:00,11:00,22:00,,,
아트인명도암,,,,,10:00,18:00,10:00,18:00,,,"치아바타, 깜빠뉴, 호두식빵샌드위치"
시월,,,,,11:00,21:00,11:00,21:00,,,"로스카츠정식, 연어장덮밥"
싱싱회센타,,,,,10:00,22:00,10:00,22:00,,,모듬회코스
리틀보라카이,,,,,11:30,22:20,11:30,22:20,,,딱새우명란크림파스타
화목원,,,,,11:00,21:00,11:00,21:00,,,한정식
하늘꽃카페,,,,,10:00,19:00,10:00,19:00,,,"트로피칼에이드, 그릭요거트스무디"
금돈가,,,,,11:00,23:00,11:00,23:00,,,흑돼지근고기
가담국수,,,,,10:00,01:30,10:00,01:30,,,고기국수
강촌숯불닭갈비 제주본점,,,,,17:00,06:00,17:00,06:00,,,숯불닭갈비
스시혼,y,n,,,11:00,21:50,11:00,21:50,,,
카페퍼시몬,y,n,,,11:30,18:00,11:30,18:00,,,
뵤뵤(폐업),y,y,,,10:00,19:00,10:00,19:00,,,"말차먹은 돌하르방, 계절에이드"
기쁨이네해물탕앤돌솥밥,,,,,07:00,22:00,07:00,22:00,,,해물탕
만지식당,,,,,11:00,20:00,11:00,20:00,,,"야키소바, 돈카츠정식"
카페귤한가,,,,,11:00,17:00,11:00,17:00,,,"감귤비앙코, 감귤라떼"
게슈탈트커피 제주,,,,,11:00,18:00,11:00,18:00,,,"아몬드 소보루 크로와상, 게슈탈트커피"
고도,,,,,10:00,19:00,10:00,19:00,,,"필터커피, 블렌딩티"
삭제삭제삭제,y,y,,,12:00,19:00,10:30,19:00,,,
트라이브,y,n,,,09:00,21:00,09:00,21:00,,,
푸르곤(폐업),y,n,,,10:00,19:00,10:00,19:00,,,
귤밭사이로수제돈까스,,,,,11:00,20:00,11:00,20:00,,,"귤밭모듬까스, 유부우동"
금능해장국,,,,,07:00,15:00,07:00,15:00,,,"해장국, 소내장탕"
미풍해장국 서귀포직영점,y,y,,,05:30,15:00,05:30,15:00,,,"선지해장국, 소고기해장국"
비스마일,,,,,10:00,17:00,10:00,17:00,,,크로플
버거307 협재점,y,y,,,10:00,21:00,10:00,21:00,,,"새우버거, 소고기버거, 흑돼지매콤버거"
그리트커피,y,y,,,08:00,18:00,08:00,18:00,,,"그리트 커피, 크로플"
정희네해물탕,,,,,11:00,21:00,11:00,21:00,,,해물탕
도너츠윤 제주점,,,,,10:00,18:00,10:00,18:00,,,크림찹쌀도너츠
토투가커피,,,,,10:00,17:00,10:00,17:00,,,"핸드드립커피, 까눌레"
볼스프로덕션,y,n,,,10:00,20:00,10:00,20:00,,,"볼스라떼, 스콘, 휘낭시에"
협재온다정,y,y,,,08:00,21:00,08:00,21:00,,,"흑돼지 맑은곰탕, 저염명란"
라토커피,y,n,,,11:00,23:00,11:00,23:00,,,"넛츠끄레마, 크림브륄레"
누옥,y,n,,,09:00,19:00,09:00,19:00,,,"누옥커피, 에그타르트, 앙버터스콘"
미인빵,,,,,08:00,21:00,08:00,21:00,,,쌀로 만든 빵
명도암생이소리,,,,,08:00,15:00,08:00,15:00,,,옥돔정식
만복흑돼지,,,,,10:30,22:00,10:30,22:00,,,
황우정,y,n,,,10:00,22:00,10:00,22:00,,,"왕갈비탕, 전복뚝배기, 나주곰탕"
동막골 아라동,y,y,,,09:00,21:00,09:00,21:00,,,"동태전골, 동태막국수, 메밀들깨칼국수, 동태조림"
쇼밥 99street,y,y,n,,11:30,20:00,11:30,20:00,,,감독의 감동의 안심 스테이크
남춘식당,,,,,11:00,16:30,11:00,16:30,,,고기국수
도란도넛,,,,,10:00,22:00,10:00,22:00,,,오리지널 글레이즈
안도르,,,,,10:00,20:00,10:00,20:00,,,
어진이네 횟집(중복 콘텐츠로 미공개 처리),y,y,,,10:00,20:00,10:00,20:00,,,"자리물회, 한치물회"
콜로세움,y,y,,,09:00,23:00,09:00,23:00,,,"샤게라또, 명란바게트, 먹물크림치즈"
바다제비,y,n,,,10:00,20:00,10:00,20:00,,,"수제비, 칼국수, 한치파전"
광양해장국집,,,,,06:00,15:00,06:00,15:00,,,해장국
미미국수,n,n,,,09:00,04:00,09:00,04:00,,,"고기국수, 미미국수, 비빔고기국수"
마라도횟집,y,y,,,11:30,23:00,11:30,23:00,,,"방어회, 다금바리회, 광어회"
하르비커피,y,n,,,12:00,21:00,12:00,21:00,,,"수제청에이드, 하르비엔나"
진양해장국,y,n,,,06:00,15:00,06:00,15:00,,,"소고기선지해장국, 한우소머리곰탕"
비테비테,y,n,,,12:00,21:30,12:00,21:30,,,"왕오징어 철판버터구이, 흑돼지 철판구이, 문어꼬치"
애월 해성도뚜리,,,,,11:30,22:00,11:30,22:00,,,
선흘곶,y,y,,,10:00,18:00,10:00,18:00,,,쌈밥정식
만세국수 본점,y,n,,,09:00,21:00,09:00,21:00,,,"고기국수, 도가니탕, 찹쌀순대"
낭쿰낭쿰 올레시장본점,,,,,11:00,22:00,11:00,22:00,,,
제주콩순옥,,,,,09:00,23:55,09:00,23:55,,,
보래드베이커스,y,y,,,08:00,18:00,08:00,18:00,,,"플레인크로아상, 카야잼스콘, 보라멜라떼, 윈터모카"
청파식당횟집,y,n,,,11:00,21:00,11:00,21:00,,,"고등어회, 전복구이, 우럭매운탕"
김명자굴국밥(성산점),y,y,,,06:00,21:00,06:00,21:00,,,"굴국밥, 굴해장국, 굴파전"
파파무베이커리,,,,,10:00,21:00,10:00,21:00,,,딸기케이크
서서방 숯불닭갈비 연동본점,y,y,,,12:00,05:00,12:00,05:00,,,"양념숯불닭갈비, 소금구이, 흑돼지 양념갈비"
제주판타스틱버거,y,y,,,10:00,19:00,10:00,19:00,,,"베이징버거, 화이트 킹, 커리크림소스"
프로젝트 064,y,y,,,11:30,22:30,11:30,22:30,,,"블랙포크 스피니치피자, 포크커틀렛, 마약옥수수"
고요새,y,y,,,12:00,18:00,12:00,18:00,,,"땅콩버터크림, 고요새티, 땅콩버터크림"
갤러리 라운지,y,y,n,요청 시 제공,10:00,21:00,10:00,21:00,,,"수제 케이크, 커피, 차, 샴페인"
갱이네보말칼국수,,,,,10:10,15:00,10:10,15:00,,,보말칼국수
용꽈배기,y,y,,,08:00,17:00,08:00,17:00,,,"꽈배기, 대파꽈배기, 팥도너츠"
가스름식당,,,,,09:00,20:00,09:00,20:00,,,"몸순대국, 두루치기"
옥만이네,y,y,,,09:00,22:00,09:00,22:00,,,"옥만이 해물갈비찜, 옥만이 해물맑은탕"
제주 핫팟,y,y,y,요청시 제공,17:00,22:00,11:30,22:00,,,"중식, 훠궈, 핫팟"
다미안,y,y,,,09:00,20:00,09:00,20:00,,,"맨도롱 또똣 단팥빵, 크림빵, 달걀사라다빵"
훈남횟집,y,y,,,12:00,23:30,12:00,23:30,,,"소딱세트, 해산물모둠"
에오마르,y,y,,,09:00,21:30,09:00,21:30,,,"에스프레소콘파냐, 아인슈페너, 아메리카노"
유메야마,y,y,y,요청시 제공,17:00,00:00,17:00,00:00,,,"일식, 꼬치, 스시, 테판야끼"
풀베개,n,n,,,10:00,20:00,10:00,20:00,,,"스윗풀베개, 마음"
공설,,,,,11:00,21:00,11:00,21:00,,,공설냉커피
다올김밥분식,y,n,,,08:00,20:00,08:00,20:00,,,"다올모닥치기, 다올김떡순"
채훈이네해장국,y,y,,,06:00,16:00,06:00,16:00,,,"해장국, 고사리육개장, 몸국"
